Finished,Duration,RecordedDate,MTurk,Generation,Politics,WritTask1,WritTask2,CSES1,CSES2,CSES3,CSES4,CSES5,CSES6,CSES7,CSES8,SC1,SC2,SC4,SC3,SC5,SC7,SC8,SC10,SC11,NEP1,NEP11,NEP2,NEP4,NEP8,NEP10,NEP12,NEP3,NEP5,NEP9,NEP15,MWB1,MWB2,MWB4,MWB6,charity_DVNF,charity_ACLU,charity_WWF,charity_BGCA,charity_AFA,CCpercent,recall1,recall2,recall3,recall4,recall5,recall6,intent1,intent2,intent3,intent4,intent5,intent6,environmentalism,Age,Gender,Race,Education,SexualOrientation,Politics,Serious,Feedback,Identity,SC_order,NEP_order,MWB_order
TRUE,399,2/28/22 13:16,A12QDESPJEK5BL,,Conservative,Being conservative impacts my voting decisions and who i should support. Being conservative also impacts my actions and guides me in making various decisions based on what conservatives support and approve of. ,"Being conservative impacts the types of relationships based on what the other people identify as. If they identify as liberal, sometimes they don't want to have a good relationship with me. On the other hand, relationships with other conservatives are usually really good and strong relationships. ",Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,0,46,54,0,0,45,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"I don't have any strong opinions or feelings on it. I support people that are reasonable and want to help, but I don't get overwhelmed or upset over it. ",27,Female,White,Bachelor's Degree,Heterosexual,10,Yes,N/A,a conservative,3,1,2
TRUE,355,2/28/22 13:36,A235DXY5FJN0IW,Millennial,,It makes me feel old and wise.I’ve lived life without technology so I make decisions more with just myself rather than leaning on others. ,I am more introverted which resonates with millennials. I don’t have many relationships but the few I have are close. ,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,15,19,38,9,19,88,Always,Always,,Most of the time,Always,Most of the time,Always,Always,,Always,Always,Always,I think it’s beneficial for the whole earth to conserve it. Keeping the air clean and plastics out of the ocean is important. ,28,Female,White,Associate's Degree,Heterosexual,5,Yes,,a Millennial,2,3,1
TRUE,332,2/28/22 15:59,ATYBVMW4Y4FLC,,Conservative,I watch watch parties are supported of the goods I buy,I have to watch what I say around others,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,59,16,11,2,12,40,Most of the time,Never,Occassionally,Most of the time,Most of the time,Most of the time,Occassionally,Never,Occassionally,Occassionally,Occassionally,Occassionally,Humans only have one planet we call home and we need to take care of her. If that means giving up things then maybe it will be for the best,23,Male,White,Associate's Degree,Heterosexual,5,Yes,,a conservative,2,1,3
TRUE,1131,2/28/22 16:15,A3JPWFPLR929NQ,Millennial,,I don't think a general classification based on the year I was born has anything to do with the decisions I make. Each decision I make is based on the current situation and the possible calculated outcomes. ,"Being a millennial also does not have anything to do with the types of relationships I have. My ""millennial"" status does not dictate how I behave with my friends and family or even to strangers. ",Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Disagree,25,35,20,0,20,30,Most of the time,Occassionally,Always,Never,Never,Occassionally,Most of the time,Occassionally,Always,Never,Never,Occassionally,I feel like environmentalism can be a good thing. It is good to be conscious of the environment and both our negative and positive impacts on it. ,28,Female,White,Some college (no degree),Heterosexual,6,Yes,None,a Millennial,1,2,3
TRUE,565,2/28/22 16:59,A35ZSY8DOJER1Y,"Generation Z (""Gen-Z"")",,"I feel like Gen-Z is fed up with a lot, which also makes us more likely to be non-compliant and self centered. As of right now, I feel like I need to focus on what is best for myself and my own health. My decisions are based on whether or not I will enjoy something, rather on if its something I should be doing.","A stereotype of Gen-Z is that we do not like confrontation and we rely on technology. I heavily rely on technology for maintaining friendships and connections with other people. I also do not like confrontation and will avoid conflict at all times, even if it ends up doing more harm.",Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,50,0,10,0,40,60,Always,Most of the time,Most of the time,Never,Never,Never,Always,Always,Always,Occassionally,Occassionally,Occassionally,"I feel we should all take care of the environment, we have destroyed a lot of it and human kind is not above the planet. However, I always feel discouraged because a lot of people do not take measure to protect the environment. I often wonder if what I do even makes a difference",23,Female,White,Bachelor's Degree,Heterosexual,8,Yes,"no, but thank you!!",a Gen-Zer,1,2,3
TRUE,1011,2/28/22 21:01,A1QQ29O3ZWPSJJ,,Conservative,"have to be careful what you say or do because if you say some thing or do somthing wrong you will be call racsit,biggot or whatever they say. so they can make you look bad.",i will give  everyone a chance to get to know them.I  will just keep my mouth shut about some topics. If i dont like what your are talking about i will just not talk to you or get to know you.,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,100,0,0,0,0,30,Occassionally,Never,Always,Never,Never,Never,Occassionally,Never,Always,Never,Never,Never,it great to have and belive in.You should not push it on other people if they dont want it.,35,Male,White,Some college (no degree),Heterosexual,7,Yes,,a conservative,1,2,3
TRUE,570,2/28/22 21:35,AJJ42OO4VM3RG,,Conservative,"I often make my decisions based on my conservative views and upbringing. However, I am open minded and do not shut myself from hearing and considering views that do not match my conservative worldview.","Being a conservative does not affect whether I can maintain a relationship with someone. However, I Do have to be careful that my political views do not sour my relationships with others when those views differ.",Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,20,20,20,20,20,65,Occassionally,Never,Most of the time,Occassionally,Occassionally,Never,Most of the time,Occassionally,Most of the time,Most of the time,Most of the time,Occassionally,"I believe it is important to care about our planet and its environment. However, I believe some people have taken it to an extreme that does more damage than good.",38,Male,Latino,Bachelor's Degree,Heterosexual,7,Yes,,a conservative,2,3,1
TRUE,1122,3/1/22 0:25,A2AY0YYDINIY71,Millennial,,I really don't feel that being of a particular generation changes decision making all that much. Isn't intelligent decision making based on learning and willingness to apply good information. ,Yet again relationship dynamics haven't changed just because you're older or younger. Who's acting like the rules stopped applying based on made up delineation? ,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Disagree,30,0,0,40,30,10,Never,Never,Occassionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,It's idiotic hype. People are burned out on catastrophising in the attempt to get us all to do what certain people want us to. The climate change movement is designed to enrich certain people and keep everyone else in line. Just stop. We don't care. ,34,Male,White,Some college (no degree),Heterosexual,10,Yes,,a Millennial,2,1,3
TRUE,2259,3/1/22 8:25,A2UWSNEFLDVCCY,,Conservative,Being a conservative impacts many of my purchasing choices.  I will not purchase items that are from liberal companies.,"I do not form close relationships with hardcore liberals.  Politics is inevitable, and I do not want to waste time on a friendship that will fail.",Disagree,Strongly agree,Agree,Agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,0,0,50,50,0,50,Occassionally,Never,Never,Occassionally,Never,Never,Occassionally,Never,Never,Most of the time,Never,Occassionally,"I feel that it has been heavily politicized.  Our political parties are not doing us any favor.  We need to invest in some type of infrastructure to support this.  For instance, my small town does not offer recycling service.",26,Male,White,Bachelor's Degree,Heterosexual,7,Yes,no,a conservative,2,1,3
TRUE,498,3/1/22 8:36,A3HCGNV93TJO7R,Millennial,,I think being a Millennial means I have seen and witnessed certain things in my life that help me see the world in a particular way. I sometimes make decisions based on what would be the best for me or for people I am close to. ,"Technology started becoming more popular as I was growing up. Because of this, I sometimes have a hard time making new friends and have a hard time expressing how I am feeling. I tend to not have a lot of friends and hold on tight to the friends I do have.",Agree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,31,0,4,47,18,5,Occassionally,Never,Occassionally,Never,Never,Never,Occassionally,Never,Occassionally,Never,Never,Never,"I think that people are overexaggerating the environment and how to care for it. I think we should do our part to take care of the earth, but not be excessive or obsessed. We have other things to worry about than just the environment.",34,Female,White,Associate's Degree,Heterosexual,9,Yes,,a Millennial,2,3,1
